experience_scaled,nb_mots_scaled,age_scaled,sum_feat_scaled,diff_feat_scaled,avg_feat_scaled,prod_feat_scaled,quotient_feat_scaled,text_dim1,text_dim2,niveau_etude,langue,label
0.0,0.5883484054145465,0.7546199771644924,0.5883484054145465,-0.5883484054145465,0.5883484054145465,0.0,0.0,0.966825123637771,-0.25543907390513526,0,0,0
0.0,0.09805806756908643,1.0690449676496976,0.09805806756908643,-0.09805806756908643,0.09805806756908643,0.0,0.0,0.966825123637771,-0.25543907390513526,1,0,0
0.0,0.5883484054145465,0.7546199771644924,0.5883484054145465,-0.5883484054145465,0.5883484054145465,0.0,0.0,0.966825123637771,-0.25543907390513526,0,0,1
0.0,0.09805806756908643,0.5974074819218897,0.09805806756908643,-0.09805806756908643,0.09805806756908643,0.0,0.0,0.966825123637771,-0.25543907390513526,0,0,0
0.0,-1.8631032838127537,-1.21053621336804,-1.8631032838127537,1.8631032838127537,-1.8631032838127537,0.0,0.0,0.4011460783190756,0.913871652082158,2,0,1
0.0,0.09805806756908643,1.0690449676496976,0.09805806756908643,-0.09805806756908643,0.09805806756908643,0.0,0.0,0.966825123637771,-0.25543907390513526,1,0,1
0.0,0.09805806756908643,0.5974074819218897,0.09805806756908643,-0.09805806756908643,0.09805806756908643,0.0,0.0,0.966825123637771,-0.25543907390513526,0,0,1
0.0,1.0786387432600066,-1.21053621336804,1.0786387432600066,-1.0786387432600066,1.0786387432600066,0.0,0.0,0.4116978716945294,0.9091587279050569,2,0,1
0.0,1.0786387432600066,-1.21053621336804,1.0786387432600066,-1.0786387432600066,1.0786387432600066,0.0,0.0,0.4116978716945294,0.9091587279050569,2,0,0
0.0,-1.8631032838127537,-1.21053621336804,-1.8631032838127537,1.8631032838127537,-1.8631032838127537,0.0,0.0,0.4011460783190756,0.913871652082158,2,0,0
